campaign_fact_id,date,campaign_key,product_key,channel_key,region_key,spend,leads_generated,impressions
70,2024-01-02,41,31,606,401,6655.52,60,132469
71,2024-01-02,20,47,606,400,8561.76,199,398100
72,2024-01-02,3,20,617,400,3129.16,290,34968
73,2024-01-02,81,83,610,401,943.12,218,65288
74,2024-01-02,66,56,603,400,5277.51,492,37655
75,2024-01-02,86,80,602,400,12652.69,203,390217
76,2024-01-02,26,69,606,402,6060.02,271,445877
77,2024-01-02,80,77,612,403,20264.63,982,126492
78,2024-01-02,18,12,600,401,155.60,696,849516
79,2024-01-02,30,46,615,402,2460.20,136,7200
80,2024-01-02,30,1,604,403,14454.49,486,142554
81,2024-01-02,17,28,617,401,592.47,280,37443
82,2024-01-02,42,2,605,400,4034.88,430,262461
83,2024-01-02,70,52,613,400,19495.79,857,437385
84,2024-01-02,11,34,619,401,939.35,47,53346
85,2024-01-02,39,55,608,401,3961.25,818,24183
86,2024-01-02,67,12,613,400,5670.04,343,442562
87,2024-01-02,99,91,609,402,2585.51,386,95923
88,2024-01-02,14,55,616,402,1567.76,80,90141
89,2024-01-02,57,44,613,400,8250.63,401,71758
90,2024-01-02,81,59,604,401,10415.77,53,408336
91,2024-01-02,63,47,600,402,1745.83,725,988384
92,2024-01-02,21,62,608,400,7885.19,452,40011
93,2024-01-02,82,98,611,400,4037.49,183,52269
94,2024-01-02,29,88,604,400,6717.64,319,176344
95,2024-01-02,26,13,607,402,6433.27,458,5583
96,2024-01-02,71,1,611,403,766.16,258,98313
97,2024-01-02,10,79,616,403,3155.75,260,87221
98,2024-01-02,4,57,619,403,896.25,133,47639
99,2024-01-02,70,60,609,403,5130.39,1188,166970
100,2024-01-02,12,18,617,402,1292.14,98,67197
101,2024-01-02,77,77,604,400,4696.23,429,49188
102,2024-01-02,33,71,617,402,2577.39,150,86139
103,2024-01-02,24,81,602,401,14724.39,457,376706
104,2024-01-02,78,30,614,402,3742.16,89,55743
105,2024-01-02,63,44,604,403,6500.59,429,445728
106,2024-01-02,49,97,614,401,3824.13,56,86495
107,2024-01-02,78,93,618,403,2858.05,201,92482
108,2024-01-02,99,45,611,403,1191.20,270,25386
109,2024-01-02,76,14,603,400,2139.18,234,29697
110,2024-01-02,45,75,610,401,540.26,93,68841
111,2024-01-02,96,13,610,403,573.15,126,27635
112,2024-01-02,30,63,618,400,1563.79,89,47905
113,2024-01-02,22,48,614,401,3625.37,294,82121
114,2024-01-02,55,29,604,403,11020.56,301,454017
115,2024-01-02,61,72,601,400,5402.18,115,202453
116,2024-01-02,98,21,607,403,7894.49,674,34011
117,2024-01-02,21,32,611,402,3027.57,97,72466
118,2024-01-02,93,38,604,400,1007.76,206,200861
119,2024-01-02,76,11,605,403,5900.32,145,318843
120,2024-01-02,18,92,616,401,4550.72,155,77529
121,2024-01-02,15,73,600,402,615.97,716,93265
122,2024-01-02,92,28,610,402,382.70,136,20439
123,2024-01-02,98,69,610,402,313.00,238,73183
124,2024-01-02,75,56,606,400,8377.60,244,470630
125,2024-01-02,32,39,610,402,491.21,95,49739
126,2024-01-02,61,78,617,401,656.33,254,28869
127,2024-01-02,8,91,615,401,1714.31,197,18184
128,2024-01-02,59,79,601,401,6074.44,79,469891
129,2024-01-02,55,49,601,400,1489.96,163,110320
130,2024-01-02,22,77,600,401,1533.83,140,700673
131,2024-01-02,70,66,611,400,1565.21,202,20870
132,2024-01-02,25,10,600,402,529.03,469,277079
133,2024-01-02,12,51,617,400,215.56,48,33305
134,2024-01-02,64,70,601,403,5932.55,412,263683
135,2024-01-02,7,75,603,402,3294.24,435,450544
136,2024-01-02,7,96,618,401,3003.56,62,64657
137,2024-01-02,96,6,615,403,2407.31,135,83756
138,2024-01-02,3,90,609,400,7109.80,943,93801
139,2024-01-03,69,49,613,400,11545.65,763,414154
140,2024-01-03,2,50,612,402,13512.58,563,85964
141,2024-01-03,62,64,614,401,1882.07,249,5781
142,2024-01-03,18,59,604,401,9998.09,200,232230
143,2024-01-03,6,91,600,400,1885.35,593,700599
144,2024-01-03,47,66,615,400,291.43,34,24970
145,2024-01-03,100,9,604,402,6302.11,327,250843
146,2024-01-03,81,73,613,401,11356.50,426,93870
147,2024-01-03,61,68,614,400,1327.79,100,51963
148,2024-01-03,94,51,614,401,2541.77,240,49724
149,2024-01-03,52,10,604,402,13199.26,69,409323
150,2024-01-03,45,11,600,400,1815.32,119,873839
151,2024-01-03,18,60,602,402,10315.50,87,194262
152,2024-01-03,89,94,609,402,5698.47,1054,33200
153,2024-01-03,58,28,600,401,1847.56,169,175959
154,2024-01-03,49,6,614,400,2934.80,286,22905
155,2024-01-03,87,7,614,402,1128.71,299,27090
156,2024-01-03,78,47,604,401,1332.32,162,398722
157,2024-01-03,94,77,603,403,8331.67,88,444381
158,2024-01-03,54,55,615,403,2940.10,180,12368
159,2024-01-03,99,64,602,401,14238.65,345,209131
160,2024-01-03,11,82,601,401,8082.34,63,350836
161,2024-01-03,20,24,612,403,21288.84,805,293714
162,2024-01-03,40,96,608,402,2915.40,1475,147053
163,2024-01-03,42,38,609,403,5933.83,1344,124921
164,2024-01-03,98,53,614,403,2818.01,94,84626
165,2024-01-03,97,44,600,401,446.76,358,218341
166,2024-01-03,89,54,616,400,3533.07,105,23312
167,2024-01-03,73,64,617,400,784.02,39,11129
168,2024-01-03,26,34,602,402,9470.71,195,341562
169,2024-01-03,48,35,605,403,12632.96,409,151513
170,2024-01-03,54,32,606,403,3417.29,313,411540
171,2024-01-03,98,10,610,403,220.53,117,34850
172,2024-01-03,16,59,605,400,4361.35,189,58275
173,2024-01-03,6,67,616,402,2948.50,185,95649
174,2024-01-03,10,2,619,402,1013.11,237,40296
175,2024-01-03,62,49,607,401,3796.09,897,43534
176,2024-01-03,70,38,613,402,14486.21,782,443726
177,2024-01-03,83,10,611,402,2360.91,145,6409
178,2024-01-03,1,60,606,400,11507.66,436,344929
179,2024-01-03,31,88,617,401,2834.54,276,54172
180,2024-01-03,1,80,613,400,16761.55,918,327264
181,2024-01-03,59,75,615,401,857.24,125,34073
182,2024-01-03,75,50,617,400,3001.97,127,91402
183,2024-01-03,3,4,600,401,259.70,505,346341
184,2024-01-03,54,93,602,402,5606.87,266,474345
185,2024-01-03,90,54,613,403,20281.57,819,421416
186,2024-01-03,24,13,611,401,304.54,275,69824
187,2024-01-03,70,62,607,400,3843.79,568,39024
188,2024-01-03,13,10,618,402,2971.42,52,5238
189,2024-01-03,88,1,604,402,10108.62,297,143970
190,2024-01-03,89,44,613,403,12538.84,692,272735
191,2024-01-03,38,25,606,402,4345.72,467,161427
192,2024-01-03,67,15,608,401,1008.43,1408,166418
193,2024-01-03,16,3,619,402,2166.39,191,88480
194,2024-01-03,27,69,604,403,10208.86,410,481795
195,2024-01-03,26,74,601,401,11027.67,334,263293
196,2024-01-03,79,38,605,402,10547.11,234,64214
197,2024-01-03,18,59,618,402,4100.98,30,9222
198,2024-01-03,37,15,618,401,2688.92,141,18308
199,2024-01-03,36,36,615,400,2323.06,139,36760
200,2024-01-03,3,33,605,403,12034.38,497,320688
201,2024-01-03,63,64,606,403,1865.49,184,334795
202,2024-01-03,49,75,619,403,1611.85,66,29245
203,2024-01-03,14,52,607,401,6078.21,470,41319
204,2024-01-04,90,90,603,400,8430.82,470,255976
205,2024-01-04,83,17,616,402,4081.73,33,56676
206,2024-01-04,51,90,609,401,5130.41,1455,38362
207,2024-01-04,74,69,607,402,4516.64,294,29987
208,2024-01-04,59,30,607,400,5425.48,555,10004
209,2024-01-04,46,99,606,402,12018.57,222,24493
210,2024-01-04,41,24,611,400,1791.12,194,82257
211,2024-01-04,25,76,613,400,7572.80,933,213839
212,2024-01-04,55,84,607,400,8539.09,537,9845
213,2024-01-04,8,79,609,400,2119.55,1165,99304
214,2024-01-04,54,91,617,401,2629.92,54,82430
215,2024-01-04,79,59,613,401,6644.56,209,71221
216,2024-01-04,6,10,610,401,607.87,164,14916
217,2024-01-04,70,37,602,403,4706.07,266,486312
218,2024-01-04,47,24,613,402,13259.38,842,448368
219,2024-01-04,17,87,618,402,2437.22,219,42341
220,2024-01-04,75,97,600,402,425.83,183,550349
221,2024-01-04,26,79,600,402,1279.87,566,233812
222,2024-01-04,18,87,610,402,787.43,228,57775
223,2024-01-04,17,21,610,401,990.33,243,91798
224,2024-01-04,9,76,603,401,6245.10,364,310446
225,2024-01-04,4,88,608,402,5499.44,731,94639
226,2024-01-04,37,6,619,401,4193.29,289,17620
227,2024-01-04,63,76,600,402,562.03,454,457308
228,2024-01-04,75,78,615,402,4079.47,139,32708
229,2024-01-04,83,66,612,402,6556.31,863,480402
230,2024-01-04,93,92,616,402,2972.72,27,60438
231,2024-01-04,53,18,603,400,11933.49,53,296440
232,2024-01-04,15,40,602,402,13196.52,376,202252
233,2024-01-04,60,8,605,400,13015.27,413,54994
234,2024-01-04,12,81,610,402,153.71,275,98421
235,2024-01-04,44,80,617,401,1952.67,160,26295
236,2024-01-04,36,20,601,401,7277.18,341,64704
237,2024-01-04,36,86,617,402,228.59,84,82996
238,2024-01-04,96,9,619,403,1648.48,173,69952
239,2024-01-04,33,90,618,403,843.71,50,7796
240,2024-01-04,3,49,609,400,5423.65,1470,106019
241,2024-01-04,26,39,615,401,2197.60,210,99299
242,2024-01-04,34,6,601,401,5492.61,285,227569
243,2024-01-04,98,65,613,403,19534.62,326,157223
244,2024-01-04,46,78,605,401,14813.30,79,303681
245,2024-01-04,18,22,614,402,3052.69,260,38382
246,2024-01-04,84,86,605,402,861.81,259,226326
247,2024-01-04,51,30,600,403,1923.63,397,756835
248,2024-01-04,16,19,605,403,5536.38,158,180379
249,2024-01-04,40,97,614,400,4361.68,200,13299
250,2024-01-04,13,66,601,403,6890.55,140,444557
251,2024-01-04,34,67,602,400,4479.90,121,257089
252,2024-01-04,85,77,614,403,2591.88,53,93691
253,2024-01-04,73,87,608,403,1061.14,982,190536
254,2024-01-04,71,78,617,400,1561.97,293,25628
255,2024-01-04,91,84,603,403,8427.98,66,52380
256,2024-01-04,83,77,612,402,19866.24,877,213264
257,2024-01-04,78,79,606,403,10636.39,401,456462
258,2024-01-04,47,32,612,403,10245.49,261,86556
259,2024-01-04,50,2,610,401,336.51,291,43246
260,2024-01-04,87,96,615,402,3812.78,167,42076
261,2024-01-04,53,79,605,401,12092.58,395,429838
262,2024-01-04,45,97,618,402,3576.33,220,91798
263,2024-01-04,41,97,611,400,2722.62,242,26122
264,2024-01-04,52,75,608,401,6494.69,1463,168590
265,2024-01-04,7,18,618,400,2282.62,210,38160
266,2024-01-04,34,81,612,402,14590.71,759,192941
267,2024-01-04,16,69,607,400,8537.90,657,24789
268,2024-01-04,67,76,600,402,879.89,677,340840
269,2024-01-04,57,33,608,403,4754.78,854,85674
270,2024-01-04,26,97,605,403,3752.93,393,381462
271,2024-01-04,40,10,618,403,4458.62,214,22795
272,2024-01-04,74,23,613,403,23394.24,834,457886
273,2024-01-04,94,32,608,402,4013.58,965,179691
274,2024-01-05,55,8,602,400,5569.32,206,464027
275,2024-01-05,73,2,613,400,13321.35,701,242475
276,2024-01-05,35,27,616,400,862.69,30,18340
277,2024-01-05,77,83,612,401,15118.58,787,325801
278,2024-01-05,17,51,600,403,940.62,341,301397
279,2024-01-05,11,95,607,400,2248.55,903,32353
280,2024-01-05,94,8,602,403,14322.21,127,156750
281,2024-01-05,48,59,603,400,6573.87,80,425987
282,2024-01-05,54,95,615,402,2091.03,74,72806
283,2024-01-05,10,42,601,402,13741.13,372,207315
284,2024-01-05,73,17,615,402,3795.37,137,34606
285,2024-01-05,25,46,606,403,10830.36,184,497758
286,2024-01-05,3,52,614,401,2368.83,245,87106
287,2024-01-05,46,90,603,401,14214.60,212,418861
288,2024-01-05,96,69,615,403,348.79,50,33390
289,2024-01-05,52,81,610,402,354.11,59,42321
290,2024-01-05,21,88,603,403,14707.39,478,285593
291,2024-01-05,84,96,615,402,1017.57,284,67861
292,2024-01-05,95,80,605,401,7457.13,183,342612
293,2024-01-05,55,44,614,401,1253.77,67,70986
294,2024-01-05,29,75,601,400,1582.84,158,62501
295,2024-01-05,90,60,616,402,1416.37,140,61185
296,2024-01-05,33,50,606,402,9994.15,230,245997
297,2024-01-05,80,45,603,402,7117.57,266,188031
298,2024-01-05,43,24,606,403,11904.86,349,223780
299,2024-01-05,22,61,602,402,1231.58,174,122592
300,2024-01-05,58,73,610,403,519.87,292,65076
301,2024-01-05,33,93,609,403,5483.93,1075,61632
302,2024-01-05,26,79,602,403,3035.13,362,378486
303,2024-01-05,41,26,603,403,2585.48,175,46449
304,2024-01-05,25,13,613,402,12135.75,918,144770
305,2024-01-05,89,4,602,402,3030.81,93,366267
306,2024-01-05,62,83,607,402,6829.72,229,10210
307,2024-01-05,71,88,607,401,7909.67,415,32360
308,2024-01-05,89,71,610,402,924.85,94,90780
309,2024-01-05,51,1,619,402,1080.10,230,7351
310,2024-01-05,2,84,604,400,13517.78,491,46719
311,2024-01-05,93,84,613,400,9078.00,846,485816
312,2024-01-05,76,29,616,401,4770.70,235,18296
313,2024-01-05,47,48,613,402,17670.45,816,479726
314,2024-01-05,84,3,605,402,5938.69,98,26038
315,2024-01-05,28,57,607,400,6541.22,309,19682
316,2024-01-05,90,84,607,400,5469.88,318,25185
317,2024-01-05,8,65,603,401,1424.75,427,114056
318,2024-01-05,43,82,608,403,5367.32,1498,35366
319,2024-01-05,53,98,603,401,13414.60,452,113899
320,2024-01-05,90,22,602,401,4297.73,73,78841
321,2024-01-05,65,87,606,401,6432.59,255,132856
322,2024-01-05,6,60,606,402,3202.88,79,48983
323,2024-01-05,1,50,612,402,12971.09,458,405113
324,2024-01-05,79,81,612,400,19077.30,568,318978
325,2024-01-05,56,65,601,401,7780.39,339,32829
326,2024-01-05,46,99,618,403,1070.78,103,21810
327,2024-01-05,44,38,611,403,232.01,53,34850
328,2024-01-05,4,71,618,403,889.08,128,31607
329,2024-01-05,4,51,616,400,887.02,287,96048
330,2024-01-05,67,49,604,402,6554.19,116,240407
331,2024-01-05,46,69,606,400,12694.25,160,392114
332,2024-01-05,61,30,614,401,4706.98,137,7847
333,2024-01-05,56,64,619,402,1263.70,77,79891
334,2024-01-05,10,38,611,400,1342.33,71,33218
335,2024-01-05,99,36,603,402,7680.40,377,172674
336,2024-01-05,47,80,601,400,11865.79,275,187277
337,2024-01-05,57,62,605,403,932.59,442,200781
338,2024-01-05,62,2,603,401,5887.80,85,475833
339,2024-01-05,2,82,613,401,19232.10,700,459583
340,2024-01-05,100,60,616,402,2116.17,188,85490
341,2024-01-05,23,73,605,401,11839.05,159,228300
342,2024-01-05,53,51,619,403,2082.09,260,76028
343,2024-01-05,19,11,604,403,4590.51,485,270515
344,2024-01-06,15,51,605,403,5848.80,495,195204
345,2024-01-06,85,99,613,403,20647.38,684,292494
346,2024-01-06,34,19,613,400,18186.48,452,72585
347,2024-01-06,12,29,609,401,7287.93,1216,132705
348,2024-01-06,67,9,615,402,2756.59,243,8322
349,2024-01-06,41,39,611,400,3317.25,197,80537
350,2024-01-06,5,39,603,402,4229.29,401,463808
351,2024-01-06,56,16,619,400,2091.78,135,99240
352,2024-01-06,39,34,605,400,11351.06,437,432176
353,2024-01-06,62,31,604,402,9747.74,71,31458
354,2024-01-06,34,13,603,403,5361.87,141,281942
355,2024-01-06,65,7,612,401,23099.55,781,117418
356,2024-01-06,17,90,610,401,209.92,61,85841
357,2024-01-06,60,100,603,402,2505.87,163,160294
358,2024-01-06,15,35,604,400,13634.77,334,498881
359,2024-01-06,83,100,612,402,19605.11,800,392590
360,2024-01-06,39,61,615,401,2359.21,288,66885
361,2024-01-06,7,55,616,402,4809.41,239,43511
362,2024-01-06,96,42,616,403,4448.83,190,62460
363,2024-01-06,14,68,617,401,829.92,63,28000
364,2024-01-06,50,13,610,402,510.72,206,17997
365,2024-01-06,34,6,614,403,292.94,73,22959
366,2024-01-06,95,8,610,403,754.62,216,42293
367,2024-01-06,30,73,608,403,2117.61,1452,85009
368,2024-01-06,20,44,602,403,12306.05,215,238351
369,2024-01-06,75,8,601,400,2132.86,491,87938
370,2024-01-06,44,94,607,402,7007.29,695,35211
371,2024-01-06,53,58,609,400,5415.89,847,139812
372,2024-01-06,35,58,602,403,10084.66,221,463104
373,2024-01-06,77,57,614,401,2202.97,278,66056
374,2024-01-06,63,76,607,402,9496.86,970,46508
375,2024-01-06,83,82,610,403,299.72,154,50322
376,2024-01-06,53,34,600,402,1955.78,495,372466
377,2024-01-06,78,52,618,401,1032.27,81,36230
378,2024-01-06,30,95,616,401,3901.51,212,53346
379,2024-01-06,4,81,606,401,7692.51,452,243554
380,2024-01-06,70,20,619,402,2630.59,297,81928
381,2024-01-06,41,71,601,401,12342.38,487,462618
382,2024-01-06,23,38,611,402,993.10,127,64234
383,2024-01-06,4,85,610,400,125.28,63,81973
384,2024-01-06,44,70,614,402,2601.84,210,13429
385,2024-01-06,72,12,611,403,4039.04,285,59932
386,2024-01-06,50,4,610,401,340.55,292,57192
387,2024-01-06,27,42,606,400,12847.71,393,297787
388,2024-01-06,59,69,605,402,3411.03,357,214909
389,2024-01-06,89,31,604,402,10199.20,102,199447
390,2024-01-06,88,47,615,402,2814.93,251,93011
391,2024-01-06,88,89,600,401,444.26,256,224474
392,2024-01-06,4,75,614,402,3969.10,223,92526
393,2024-01-06,77,41,608,403,4413.43,373,43387
394,2024-01-06,72,1,600,401,786.63,365,996019
395,2024-01-06,60,23,602,402,8930.81,223,70283
396,2024-01-06,35,89,613,401,9841.53,771,351289
397,2024-01-06,54,82,618,400,2324.90,63,28417
398,2024-01-06,22,80,609,402,4268.18,874,47038
399,2024-01-06,30,64,601,400,9428.02,198,288750
400,2024-01-06,99,69,608,400,7747.14,1162,109616
401,2024-01-06,15,65,602,400,1398.33,158,189988
402,2024-01-06,68,57,613,403,9400.84,330,123919
403,2024-01-06,71,67,613,402,10204.89,443,434041
404,2024-01-06,14,70,613,403,9080.58,471,410479
405,2024-01-06,22,19,609,401,5598.73,368,94583
406,2024-01-06,62,87,618,400,2751.08,234,70885
407,2024-01-06,26,36,613,401,8396.53,759,496645
408,2024-01-06,34,70,605,401,5149.80,463,150294
409,2024-01-07,19,13,607,402,3349.54,949,22716
410,2024-01-07,64,53,609,401,1446.70,686,92768
411,2024-01-07,22,44,614,403,3904.57,231,6942
412,2024-01-07,39,58,602,400,12030.80,78,396001
413,2024-01-07,2,12,602,400,4244.55,404,148226
414,2024-01-07,84,78,617,400,2381.48,89,73678
415,2024-01-07,27,43,617,403,1668.66,160,30594
416,2024-01-07,64,34,607,401,6811.82,477,27010
417,2024-01-07,14,42,611,402,2631.25,140,99435
418,2024-01-07,87,43,611,401,3586.22,147,40046
419,2024-01-07,21,65,606,402,5115.96,374,228202
420,2024-01-07,85,2,613,401,21618.62,497,153108
421,2024-01-07,72,75,605,402,6362.55,380,270055
422,2024-01-07,8,66,607,401,8608.08,775,38880
423,2024-01-07,51,86,611,402,2593.80,64,49859
424,2024-01-07,91,53,614,402,2598.35,297,97561
425,2024-01-07,15,59,607,402,7870.43,839,48194
426,2024-01-07,24,74,607,402,8041.67,794,8748
427,2024-01-07,87,91,619,400,4340.23,286,56934
428,2024-01-07,22,49,613,400,10357.63,958,419312
429,2024-01-07,10,83,606,402,3518.69,331,164929
430,2024-01-07,51,75,609,403,5837.37,675,91856
431,2024-01-07,41,89,602,401,4986.31,275,168633
432,2024-01-07,53,2,617,403,399.29,257,36916
433,2024-01-07,68,16,601,403,1891.90,471,327610
434,2024-01-07,24,68,605,401,4014.72,70,295405
435,2024-01-07,5,8,612,403,14086.97,940,91697
436,2024-01-07,61,15,607,402,4379.02,469,43956
437,2024-01-07,39,17,610,402,766.49,266,40226
438,2024-01-07,56,81,615,402,3271.28,193,63958
439,2024-01-07,34,92,617,402,4775.06,184,31691
440,2024-01-07,59,70,602,403,13454.02,448,108747
441,2024-01-07,64,79,603,401,7325.32,488,47155
442,2024-01-07,67,28,611,401,3977.69,279,32076
443,2024-01-07,67,50,610,403,378.08,204,14766
444,2024-01-07,12,45,616,402,2229.84,48,58928
445,2024-01-07,56,87,615,403,3528.22,23,37398
446,2024-01-07,8,42,600,400,1785.48,642,920575
447,2024-01-07,94,24,614,403,2242.78,174,56353
448,2024-01-07,64,24,602,400,3129.97,268,494523
449,2024-01-07,66,80,612,401,24394.91,371,275839
450,2024-01-07,67,19,611,400,2243.62,276,33570
451,2024-01-07,73,59,615,403,2978.44,240,10577
452,2024-01-07,20,20,617,402,1731.27,140,22603
453,2024-01-07,70,86,613,400,17674.50,274,188012
454,2024-01-07,78,76,612,402,6927.12,289,102138
455,2024-01-07,40,20,607,401,8722.58,834,21380
456,2024-01-07,86,59,609,400,6178.53,1366,36642
457,2024-01-07,67,14,600,401,1997.46,507,307655
458,2024-01-07,96,88,606,401,8108.52,79,77524
459,2024-01-07,71,5,604,401,11131.59,359,461614
460,2024-01-07,26,42,610,400,665.71,85,43262
461,2024-01-07,27,57,606,401,2905.17,467,363960
462,2024-01-07,3,83,609,400,3182.40,435,100622
463,2024-01-07,5,65,612,400,18785.60,956,218479
464,2024-01-07,17,16,601,401,4074.49,359,139821
465,2024-01-07,36,11,608,402,3645.98,1128,65494
466,2024-01-07,37,41,615,400,1279.71,67,19035
467,2024-01-07,82,90,617,402,4692.74,74,47831
468,2024-01-07,44,18,605,403,3787.99,329,224384
469,2024-01-07,97,48,611,402,2900.62,117,58957
470,2024-01-07,6,55,611,400,3260.99,65,85330
471,2024-01-07,98,30,614,400,3201.46,293,97721
472,2024-01-07,30,90,614,401,1514.56,260,72018
473,2024-01-07,8,78,607,400,9966.67,738,14363
474,2024-01-07,77,52,618,402,644.64,108,6782
475,2024-01-07,58,53,607,403,7600.44,246,12003
476,2024-01-07,25,38,610,400,122.97,106,48489
477,2024-01-08,6,98,603,401,14374.35,139,49061
478,2024-01-08,59,76,610,402,440.76,253,35245
479,2024-01-08,24,67,610,402,414.31,130,22904
480,2024-01-08,4,81,606,403,13499.79,307,194614
481,2024-01-08,79,74,600,403,473.63,434,272376
482,2024-01-08,65,26,604,400,12242.96,387,359965
483,2024-01-08,44,41,612,403,23186.30,331,118326
484,2024-01-08,79,92,607,401,9327.33,325,29929
485,2024-01-08,90,24,614,402,3037.04,277,49120
486,2024-01-08,68,12,615,400,1074.92,245,99798
487,2024-01-08,77,98,614,402,4534.66,290,75024
488,2024-01-08,79,68,605,401,1032.24,310,236698
489,2024-01-08,71,26,619,403,4794.12,152,65998
490,2024-01-08,31,43,615,402,3542.96,291,92173
491,2024-01-08,14,69,609,400,7487.25,680,34460
492,2024-01-08,81,67,601,402,5776.19,283,127237
493,2024-01-08,10,36,611,403,662.89,165,70631
494,2024-01-08,29,71,607,402,3282.55,734,29436
495,2024-01-08,16,68,619,403,4389.70,28,97404
496,2024-01-08,66,30,612,402,7357.80,600,403186
497,2024-01-08,26,39,610,403,151.15,91,98256
498,2024-01-08,74,33,610,400,267.92,51,80630
499,2024-01-08,15,3,610,402,221.95,206,36011
500,2024-01-08,29,50,601,402,11380.80,294,422849
501,2024-01-08,15,34,617,400,4103.51,202,73991
502,2024-01-08,53,54,615,400,3622.29,128,95872
503,2024-01-08,99,48,618,400,4143.53,37,91654
504,2024-01-08,92,92,609,402,4205.69,356,157928
505,2024-01-08,62,4,614,402,1899.30,156,14102
506,2024-01-08,47,78,619,402,2115.25,141,27551
507,2024-01-08,59,20,616,402,1426.19,41,15074
508,2024-01-08,59,13,605,401,12506.84,219,162388
509,2024-01-08,18,37,616,400,2296.50,60,13730
510,2024-01-08,31,90,604,403,1862.59,51,83743
511,2024-01-08,38,73,603,400,6542.36,326,377770
512,2024-01-08,3,60,609,401,1272.42,356,51893
513,2024-01-08,46,11,615,400,1500.23,116,48466
514,2024-01-08,88,44,619,401,3176.63,99,94168
515,2024-01-08,61,4,606,401,11510.95,173,184919
516,2024-01-08,68,36,613,400,5953.91,987,146779
517,2024-01-08,44,57,604,401,1454.79,367,367564
