sale_id,date,customer_key,product_key,region_key,amount,units
97,2024-01-05,193,22,402,3.00,1
98,2024-01-05,410,11,403,0.00,1
99,2024-01-06,221,68,402,110.00,1
100,2024-01-06,849,4,400,100.00,1
101,2024-01-06,477,76,403,110.00,1
102,2024-01-06,550,4,402,100.00,1
103,2024-01-06,169,44,401,6.00,1
104,2024-01-06,824,26,401,175.00,1
105,2024-01-06,733,76,400,160.00,1
106,2024-01-06,352,3,400,75.00,1
107,2024-01-06,185,12,401,0.00,1
108,2024-01-06,73,86,403,80.00,1
109,2024-01-06,933,28,401,90.00,1
110,2024-01-06,498,4,401,100.00,1
111,2024-01-06,21,45,401,4.00,1
112,2024-01-06,769,3,401,75.00,1
113,2024-01-06,300,43,403,3.00,1
114,2024-01-06,191,4,403,100.00,1
115,2024-01-06,925,44,400,7.00,1
116,2024-01-06,429,3,403,75.00,1
117,2024-01-06,672,4,403,100.00,1
118,2024-01-06,81,3,400,75.00,1
119,2024-01-06,862,3,400,75.00,1
120,2024-01-06,327,3,400,75.00,1
121,2024-01-06,639,37,403,0.00,1
122,2024-01-06,146,4,402,100.00,1
123,2024-01-06,390,2,403,50.00,1
124,2024-01-06,170,67,400,225.00,1
125,2024-01-07,360,2,401,50.00,1
126,2024-01-07,122,78,402,80.00,1
127,2024-01-07,987,4,400,100.00,1
128,2024-01-07,590,62,400,60.00,1
129,2024-01-07,74,45,401,3.00,1
130,2024-01-07,775,19,400,5.00,1
131,2024-01-07,164,3,402,75.00,1
132,2024-01-07,179,19,401,8.00,1
133,2024-01-07,358,2,400,50.00,1
134,2024-01-07,96,78,401,125.00,1
135,2024-01-07,109,4,400,100.00,1
136,2024-01-07,98,12,400,0.00,1
137,2024-01-07,435,1,400,25.00,1
138,2024-01-07,24,3,401,75.00,1
139,2024-01-07,201,3,402,75.00,1
140,2024-01-07,254,80,401,120.00,1
141,2024-01-07,511,72,401,90.00,1
142,2024-01-07,647,2,403,50.00,1
143,2024-01-07,281,33,401,0.00,1
144,2024-01-07,239,4,402,100.00,1
145,2024-01-07,424,32,401,0.00,1
146,2024-01-07,231,35,403,0.00,1
147,2024-01-07,311,54,403,0.00,1
148,2024-01-07,914,73,400,140.00,1
149,2024-01-07,792,3,402,75.00,1
150,2024-01-07,462,3,400,75.00,1
151,2024-01-08,965,4,403,100.00,1
152,2024-01-08,377,73,401,175.00,1
153,2024-01-08,98,76,401,160.00,1
154,2024-01-08,26,3,401,75.00,1
155,2024-01-08,715,76,401,60.00,1
156,2024-01-08,49,94,400,0.00,1
157,2024-01-08,321,3,400,75.00,1
158,2024-01-08,461,45,401,7.00,1
159,2024-01-08,521,3,403,75.00,1
160,2024-01-08,867,12,401,0.00,1
161,2024-01-08,274,43,400,3.00,1
162,2024-01-08,565,4,400,100.00,1
163,2024-01-08,185,3,400,75.00,1
164,2024-01-08,660,69,401,90.00,1
165,2024-01-08,296,3,400,75.00,1
166,2024-01-08,480,4,403,100.00,1
167,2024-01-08,260,3,403,75.00,1
168,2024-01-08,847,48,400,175.00,1
169,2024-01-08,518,4,401,100.00,1
170,2024-01-08,951,4,401,100.00,1
171,2024-01-08,533,4,400,100.00,1
172,2024-01-08,325,3,400,75.00,1
173,2024-01-09,577,44,400,5.00,1
174,2024-01-09,311,24,402,80.00,1
175,2024-01-09,73,76,402,120.00,1
176,2024-01-09,190,3,403,75.00,1
177,2024-01-09,50,4,402,100.00,1
178,2024-01-09,174,4,400,100.00,1
179,2024-01-09,777,89,403,130.00,1
180,2024-01-09,378,72,400,30.00,1
181,2024-01-09,173,3,402,75.00,1
182,2024-01-09,614,35,401,0.00,1
183,2024-01-09,826,79,402,30.00,1
184,2024-01-09,35,2,400,50.00,1
185,2024-01-09,314,13,402,0.00,1
186,2024-01-09,886,82,400,225.00,1
187,2024-01-09,554,88,401,275.00,1
188,2024-01-09,478,2,403,50.00,1
189,2024-01-09,317,43,403,8.00,1
190,2024-01-09,633,3,401,75.00,1
191,2024-01-09,94,91,401,0.00,1
192,2024-01-09,385,3,401,75.00,1
193,2024-01-09,257,92,400,0.00,1
194,2024-01-10,690,2,400,50.00,1
195,2024-01-10,822,6,401,200.00,1
196,2024-01-10,297,21,400,3.00,1
197,2024-01-10,47,2,400,50.00,1
198,2024-01-10,532,3,400,75.00,1
199,2024-01-10,617,3,400,75.00,1
200,2024-01-10,295,8,402,0.00,1
201,2024-01-10,742,64,403,110.00,1
202,2024-01-10,129,83,402,90.00,1
203,2024-01-10,672,15,400,0.00,1
204,2024-01-10,373,15,400,0.00,1
205,2024-01-10,554,3,402,75.00,1
206,2024-01-10,753,94,403,0.00,1
207,2024-01-10,424,4,400,100.00,1
208,2024-01-10,736,3,400,75.00,1
209,2024-01-10,175,50,401,40.00,1
210,2024-01-10,1,53,401,0.00,1
211,2024-01-10,532,3,400,75.00,1
212,2024-01-10,35,26,402,175.00,1
213,2024-01-11,370,3,400,75.00,1
214,2024-01-11,103,41,401,5.00,1
215,2024-01-11,484,22,403,5.00,1
216,2024-01-11,472,23,401,3.00,1
217,2024-01-11,562,36,403,0.00,1
218,2024-01-11,202,3,401,75.00,1
219,2024-01-11,353,3,400,75.00,1
220,2024-01-11,681,44,401,3.00,1
221,2024-01-11,790,4,400,100.00,1
222,2024-01-11,488,94,400,0.00,1
223,2024-01-11,207,73,401,300.00,1
224,2024-01-11,579,4,400,100.00,1
225,2024-01-11,35,4,400,100.00,1
226,2024-01-11,657,4,401,100.00,1
227,2024-01-11,500,71,400,175.00,1
228,2024-01-11,537,75,403,225.00,1
229,2024-01-11,473,33,400,0.00,1
230,2024-01-11,768,2,401,50.00,1
231,2024-01-11,262,87,400,160.00,1
232,2024-01-12,93,3,401,75.00,1
233,2024-01-12,900,2,403,50.00,1
234,2024-01-12,642,36,403,0.00,1
235,2024-01-12,444,4,401,100.00,1
236,2024-01-12,1000,5,400,150.00,1
237,2024-01-12,356,3,401,75.00,1
238,2024-01-12,319,3,403,75.00,1
239,2024-01-12,245,43,400,2.00,1
240,2024-01-12,709,13,400,0.00,1
241,2024-01-12,454,26,400,125.00,1
242,2024-01-12,336,4,402,100.00,1
243,2024-01-12,847,4,400,100.00,1
244,2024-01-12,994,3,401,75.00,1
245,2024-01-12,723,2,400,50.00,1
246,2024-01-12,621,72,400,30.00,1
247,2024-01-12,412,3,400,75.00,1
248,2024-01-12,414,2,402,50.00,1
249,2024-01-12,21,13,401,0.00,1
250,2024-01-12,292,3,400,75.00,1
251,2024-01-13,606,93,401,0.00,1
252,2024-01-13,500,3,402,75.00,1
253,2024-01-13,290,74,400,175.00,1
254,2024-01-13,228,62,400,40.00,1
255,2024-01-13,70,85,401,175.00,1
256,2024-01-13,540,27,403,80.00,1
257,2024-01-13,624,3,403,75.00,1
258,2024-01-13,163,49,402,225.00,1
259,2024-01-13,926,1,400,25.00,1
260,2024-01-13,217,6,400,200.00,1
261,2024-01-13,147,4,401,100.00,1
262,2024-01-13,153,3,400,75.00,1
263,2024-01-13,879,3,402,75.00,1
264,2024-01-13,399,75,403,160.00,1
265,2024-01-13,677,4,401,100.00,1
266,2024-01-13,371,4,400,100.00,1
267,2024-01-13,524,1,400,25.00,1
268,2024-01-13,343,81,400,90.00,1
269,2024-01-13,616,4,400,100.00,1
270,2024-01-13,852,31,400,0.00,1
271,2024-01-13,349,3,401,75.00,1
272,2024-01-13,650,3,402,75.00,1
273,2024-01-13,85,1,400,25.00,1
274,2024-01-13,127,3,400,75.00,1
275,2024-01-13,141,62,402,90.00,1
276,2024-01-13,240,3,401,75.00,1
277,2024-01-13,255,3,403,75.00,1
278,2024-01-14,388,43,403,5.00,1
279,2024-01-14,709,32,400,0.00,1
280,2024-01-14,742,76,401,40.00,1
281,2024-01-14,445,6,400,200.00,1
282,2024-01-14,63,7,401,250.00,1
283,2024-01-14,469,49,403,80.00,1
284,2024-01-14,26,88,400,125.00,1
285,2024-01-14,163,3,402,75.00,1
286,2024-01-14,11,3,400,75.00,1
287,2024-01-14,161,70,401,140.00,1
288,2024-01-14,894,3,400,75.00,1
289,2024-01-14,307,34,400,0.00,1
290,2024-01-14,43,19,402,4.00,1
291,2024-01-14,109,65,400,40.00,1
292,2024-01-14,294,2,403,50.00,1
293,2024-01-14,384,1,401,25.00,1
294,2024-01-14,320,4,401,100.00,1
295,2024-01-14,206,68,400,225.00,1
296,2024-01-14,296,3,401,75.00,1
297,2024-01-14,722,3,401,75.00,1
298,2024-01-14,597,4,400,100.00,1
299,2024-01-14,110,3,402,75.00,1
300,2024-01-14,797,14,400,0.00,1
301,2024-01-14,288,55,401,0.00,1
302,2024-01-14,320,73,401,90.00,1
303,2024-01-14,39,20,402,7.00,1
304,2024-01-14,364,66,401,125.00,1
305,2024-01-15,433,86,400,120.00,1
306,2024-01-15,562,3,402,75.00,1
307,2024-01-15,994,3,400,75.00,1
308,2024-01-15,768,52,403,0.00,1
309,2024-01-15,179,67,400,225.00,1
310,2024-01-15,979,3,401,75.00,1
311,2024-01-15,157,3,401,75.00,1
312,2024-01-15,505,3,403,75.00,1
313,2024-01-15,46,3,400,75.00,1
314,2024-01-15,46,2,402,50.00,1
315,2024-01-15,872,3,401,75.00,1
316,2024-01-15,551,4,402,100.00,1
317,2024-01-15,400,6,401,200.00,1
318,2024-01-15,32,61,402,160.00,1
319,2024-01-15,286,51,400,0.00,1
320,2024-01-15,681,81,401,140.00,1
321,2024-01-15,402,2,401,50.00,1
322,2024-01-15,337,4,401,100.00,1
323,2024-01-15,18,23,401,3.00,1
324,2024-01-15,469,2,400,50.00,1
325,2024-01-15,428,3,401,75.00,1
326,2024-01-16,549,3,401,75.00,1
327,2024-01-16,310,22,401,8.00,1
328,2024-01-16,889,42,400,4.00,1
329,2024-01-16,519,77,403,130.00,1
330,2024-01-16,988,6,400,200.00,1
331,2024-01-16,166,29,402,0.00,1
332,2024-01-16,659,66,400,120.00,1
333,2024-01-16,109,3,402,75.00,1
334,2024-01-16,406,100,402,0.00,1
335,2024-01-16,482,44,402,3.00,1
336,2024-01-16,736,49,400,80.00,1
337,2024-01-16,755,24,402,30.00,1
338,2024-01-16,924,5,403,150.00,1
339,2024-01-16,437,15,400,0.00,1
340,2024-01-16,369,46,400,225.00,1
341,2024-01-16,30,3,401,75.00,1
342,2024-01-16,799,4,401,100.00,1
343,2024-01-16,326,27,403,30.00,1
344,2024-01-16,670,4,401,100.00,1
345,2024-01-17,66,100,401,0.00,1
346,2024-01-17,17,2,400,50.00,1
347,2024-01-17,741,4,400,100.00,1
348,2024-01-17,527,41,401,3.00,1
349,2024-01-17,613,94,402,0.00,1
350,2024-01-17,846,76,401,130.00,1
351,2024-01-17,691,3,402,75.00,1
352,2024-01-17,284,4,401,100.00,1
353,2024-01-17,93,3,403,75.00,1
354,2024-01-17,239,94,403,0.00,1
355,2024-01-17,439,2,402,50.00,1
356,2024-01-17,217,4,402,100.00,1
357,2024-01-17,884,3,401,75.00,1
358,2024-01-17,844,29,402,0.00,1
359,2024-01-17,1000,85,400,60.00,1
360,2024-01-17,459,4,400,100.00,1
361,2024-01-17,110,83,401,140.00,1
362,2024-01-17,604,50,400,60.00,1
363,2024-01-17,103,78,401,225.00,1
364,2024-01-17,785,2,402,50.00,1
365,2024-01-17,401,41,401,4.00,1
366,2024-01-18,184,4,400,100.00,1
367,2024-01-18,20,24,400,60.00,1
368,2024-01-18,762,3,402,75.00,1
369,2024-01-18,673,3,402,75.00,1
370,2024-01-18,229,43,401,3.00,1
371,2024-01-18,948,72,400,130.00,1
372,2024-01-18,461,4,401,100.00,1
373,2024-01-18,88,4,400,100.00,1
374,2024-01-18,833,88,401,160.00,1
375,2024-01-18,723,25,402,60.00,1
376,2024-01-18,136,76,403,130.00,1
377,2024-01-18,677,44,400,4.00,1
378,2024-01-18,801,54,402,0.00,1
379,2024-01-18,78,61,401,30.00,1
380,2024-01-18,932,73,403,60.00,1
381,2024-01-18,641,65,400,300.00,1
382,2024-01-18,344,8,400,0.00,1
383,2024-01-18,904,3,401,75.00,1
384,2024-01-19,429,3,402,75.00,1
385,2024-01-19,115,3,402,75.00,1
386,2024-01-19,639,10,401,0.00,1
387,2024-01-19,52,3,401,75.00,1
388,2024-01-19,307,22,401,5.00,1
389,2024-01-19,691,4,400,100.00,1
390,2024-01-19,980,8,401,0.00,1
391,2024-01-19,610,4,401,100.00,1
392,2024-01-19,198,69,401,30.00,1
393,2024-01-19,88,3,400,75.00,1
394,2024-01-19,1000,4,401,100.00,1
395,2024-01-19,5,2,403,50.00,1
396,2024-01-19,697,3,403,75.00,1
397,2024-01-19,239,2,403,50.00,1
398,2024-01-19,73,3,403,75.00,1
399,2024-01-19,743,44,401,7.00,1
400,2024-01-19,454,75,401,120.00,1
401,2024-01-19,268,3,402,75.00,1
402,2024-01-19,551,3,401,75.00,1
403,2024-01-19,187,85,401,40.00,1
404,2024-01-19,320,4,401,100.00,1
405,2024-01-20,834,96,402,4.99,1
406,2024-01-20,121,3,401,75.00,1
407,2024-01-20,280,3,401,75.00,1
408,2024-01-20,82,24,400,80.00,1
409,2024-01-20,378,95,402,0.00,1
410,2024-01-20,437,6,400,200.00,1
411,2024-01-20,116,83,403,90.00,1
412,2024-01-20,837,45,401,5.00,1
413,2024-01-20,642,3,401,75.00,1
414,2024-01-20,382,45,403,3.00,1
415,2024-01-20,453,18,401,4.99,1
416,2024-01-20,81,71,402,80.00,1
417,2024-01-20,382,16,403,0.00,1
418,2024-01-20,130,85,400,160.00,1
419,2024-01-20,506,45,401,5.00,1
420,2024-01-20,379,3,400,75.00,1
421,2024-01-20,899,67,402,275.00,1
422,2024-01-20,426,4,403,100.00,1
423,2024-01-20,537,16,401,0.00,1
424,2024-01-20,327,4,401,100.00,1
425,2024-01-20,381,19,400,2.00,1
426,2024-01-20,252,68,400,90.00,1
427,2024-01-20,663,46,401,300.00,1
428,2024-01-20,26,4,401,100.00,1
429,2024-01-21,890,64,401,30.00,1
430,2024-01-21,606,3,400,75.00,1
431,2024-01-21,55,2,402,50.00,1
432,2024-01-21,132,83,400,130.00,1
433,2024-01-21,140,7,400,250.00,1
434,2024-01-21,663,75,402,275.00,1
435,2024-01-21,70,2,402,50.00,1
436,2024-01-21,532,26,401,30.00,1
437,2024-01-21,46,55,401,0.00,1
438,2024-01-21,751,4,403,100.00,1
439,2024-01-21,563,81,400,275.00,1
440,2024-01-21,529,78,400,110.00,1
441,2024-01-21,998,4,402,100.00,1
442,2024-01-21,888,14,400,0.00,1
443,2024-01-21,935,52,402,0.00,1
444,2024-01-21,226,3,402,75.00,1
445,2024-01-21,760,33,400,0.00,1
446,2024-01-21,839,4,402,100.00,1
447,2024-01-21,55,3,402,75.00,1
448,2024-01-21,429,3,401,75.00,1
449,2024-01-21,773,44,402,3.00,1
450,2024-01-21,458,2,402,50.00,1
451,2024-01-21,393,88,402,140.00,1
452,2024-01-21,399,4,402,100.00,1
453,2024-01-21,713,63,400,40.00,1
454,2024-01-22,307,24,403,140.00,1
455,2024-01-22,628,28,402,110.00,1
456,2024-01-22,248,2,401,50.00,1
457,2024-01-22,360,2,401,50.00,1
458,2024-01-22,309,2,400,50.00,1
459,2024-01-22,902,3,400,75.00,1
460,2024-01-22,234,4,400,100.00,1
461,2024-01-22,4,4,400,100.00,1
462,2024-01-22,666,34,400,0.00,1
463,2024-01-22,758,62,402,120.00,1
464,2024-01-22,604,21,401,5.00,1
465,2024-01-22,950,13,403,0.00,1
466,2024-01-22,452,3,401,75.00,1
467,2024-01-22,279,3,400,75.00,1
468,2024-01-22,183,3,400,75.00,1
469,2024-01-22,430,79,401,40.00,1
470,2024-01-22,589,3,401,75.00,1
471,2024-01-22,409,32,401,0.00,1
472,2024-01-22,661,3,400,75.00,1
473,2024-01-22,425,3,400,75.00,1
474,2024-01-22,569,43,401,3.00,1
475,2024-01-23,470,2,400,50.00,1
476,2024-01-23,48,4,402,100.00,1
477,2024-01-23,240,9,401,0.00,1
478,2024-01-23,759,21,403,5.00,1
479,2024-01-23,751,3,402,75.00,1
480,2024-01-23,458,76,401,120.00,1
481,2024-01-23,437,3,400,75.00,1
482,2024-01-23,680,94,402,0.00,1
483,2024-01-23,156,75,401,80.00,1
484,2024-01-23,857,43,400,5.00,1
485,2024-01-23,7,67,402,110.00,1
486,2024-01-23,660,3,401,75.00,1
487,2024-01-23,29,85,401,90.00,1
488,2024-01-23,108,47,402,80.00,1
489,2024-01-23,429,47,403,175.00,1
490,2024-01-23,309,93,403,0.00,1
491,2024-01-23,652,93,403,0.00,1
492,2024-01-23,833,70,402,90.00,1
493,2024-01-24,533,48,401,90.00,1
494,2024-01-24,700,4,403,100.00,1
495,2024-01-24,214,83,401,300.00,1
496,2024-01-24,421,2,400,50.00,1
497,2024-01-24,483,2,403,50.00,1
498,2024-01-24,325,26,402,275.00,1
499,2024-01-24,65,3,400,75.00,1
500,2024-01-24,340,11,400,0.00,1
501,2024-01-24,226,69,402,300.00,1
502,2024-01-24,46,2,401,50.00,1
503,2024-01-24,328,72,401,300.00,1
504,2024-01-24,609,4,403,100.00,1
505,2024-01-24,431,4,402,100.00,1
506,2024-01-24,677,3,401,75.00,1
507,2024-01-24,319,40,402,7.99,1
508,2024-01-24,520,2,401,50.00,1
509,2024-01-24,144,35,403,0.00,1
510,2024-01-24,121,4,401,100.00,1
511,2024-01-24,589,5,400,150.00,1
512,2024-01-25,727,4,402,100.00,1
513,2024-01-25,169,20,400,2.00,1
514,2024-01-25,772,41,401,3.00,1
515,2024-01-25,51,78,402,110.00,1
516,2024-01-25,176,13,402,0.00,1
517,2024-01-25,255,3,400,75.00,1
518,2024-01-25,423,88,401,140.00,1
519,2024-01-25,359,4,401,100.00,1
520,2024-01-25,427,3,401,75.00,1
521,2024-01-25,510,62,402,110.00,1
522,2024-01-25,21,63,400,120.00,1
523,2024-01-25,960,64,402,80.00,1
524,2024-01-25,746,2,401,50.00,1
525,2024-01-25,171,84,401,300.00,1
526,2024-01-25,476,3,400,75.00,1
527,2024-01-25,285,3,401,75.00,1
528,2024-01-25,385,75,401,175.00,1
529,2024-01-25,793,4,400,100.00,1
530,2024-01-25,151,54,402,0.00,1
531,2024-01-25,218,27,400,90.00,1
532,2024-01-25,552,19,400,5.00,1
533,2024-01-26,539,72,403,130.00,1
534,2024-01-26,65,4,402,100.00,1
535,2024-01-26,669,2,401,50.00,1
536,2024-01-26,512,13,403,0.00,1
537,2024-01-26,177,3,402,75.00,1
538,2024-01-26,128,4,402,100.00,1
539,2024-01-26,880,3,400,75.00,1
540,2024-01-26,265,34,400,0.00,1
541,2024-01-26,609,4,402,100.00,1
542,2024-01-26,541,79,400,120.00,1
543,2024-01-26,498,94,402,0.00,1
544,2024-01-26,82,4,401,100.00,1
545,2024-01-26,381,23,401,5.00,1
546,2024-01-26,374,89,400,140.00,1
547,2024-01-26,518,27,403,90.00,1
548,2024-01-26,711,51,400,0.00,1
549,2024-01-26,656,3,403,75.00,1
550,2024-01-26,264,74,401,80.00,1
551,2024-01-27,269,2,402,50.00,1
552,2024-01-27,302,77,400,225.00,1
553,2024-01-27,685,26,400,225.00,1
554,2024-01-27,37,12,400,0.00,1
555,2024-01-27,947,3,401,75.00,1
556,2024-01-27,998,86,403,175.00,1
557,2024-01-27,458,3,403,75.00,1
558,2024-01-27,57,3,400,75.00,1
559,2024-01-27,556,3,401,75.00,1
560,2024-01-27,658,3,403,75.00,1
561,2024-01-27,363,2,400,50.00,1
562,2024-01-27,96,26,401,80.00,1
563,2024-01-27,509,86,402,225.00,1
564,2024-01-27,225,71,401,110.00,1
565,2024-01-27,537,4,403,100.00,1
566,2024-01-27,139,12,400,0.00,1
567,2024-01-27,369,51,401,0.00,1
568,2024-01-27,975,3,401,75.00,1
569,2024-01-27,930,3,403,75.00,1
570,2024-01-27,269,78,400,90.00,1
571,2024-01-27,173,41,402,2.00,1
572,2024-01-27,364,22,402,10.00,1
573,2024-01-27,103,3,400,75.00,1
574,2024-01-27,359,43,403,3.00,1
575,2024-01-27,42,3,401,75.00,1
576,2024-01-27,885,4,401,100.00,1
577,2024-01-27,355,4,401,100.00,1
578,2024-01-28,637,4,403,100.00,1
579,2024-01-28,123,4,401,100.00,1
580,2024-01-28,315,4,403,100.00,1
581,2024-01-28,207,3,401,75.00,1
582,2024-01-28,348,3,400,75.00,1
583,2024-01-28,475,4,401,100.00,1
584,2024-01-28,40,93,400,0.00,1
585,2024-01-28,398,3,401,75.00,1
586,2024-01-28,352,27,400,275.00,1
587,2024-01-28,483,36,400,0.00,1
588,2024-01-28,732,3,400,75.00,1
589,2024-01-28,587,69,403,130.00,1
590,2024-01-28,504,4,400,100.00,1
591,2024-01-28,841,63,401,110.00,1
592,2024-01-28,891,4,401,100.00,1
593,2024-01-28,645,43,400,3.00,1
594,2024-01-28,683,67,400,120.00,1
595,2024-01-28,200,3,400,75.00,1
596,2024-01-28,272,65,401,130.00,1
597,2024-01-28,205,73,400,225.00,1
598,2024-01-28,688,24,402,160.00,1
599,2024-01-28,380,4,400,100.00,1
600,2024-01-28,528,26,401,30.00,1
601,2024-01-28,402,3,400,75.00,1
602,2024-01-28,48,4,401,100.00,1
603,2024-01-29,604,4,401,100.00,1
604,2024-01-29,898,46,401,125.00,1
605,2024-01-29,254,54,400,0.00,1
606,2024-01-29,369,2,402,50.00,1
607,2024-01-29,190,46,400,110.00,1
608,2024-01-29,3,94,400,0.00,1
609,2024-01-29,151,63,400,120.00,1
610,2024-01-29,765,24,400,225.00,1
611,2024-01-29,617,46,402,140.00,1
612,2024-01-29,60,79,400,275.00,1
613,2024-01-29,497,4,402,100.00,1
614,2024-01-29,113,4,400,100.00,1
615,2024-01-29,749,24,400,160.00,1
616,2024-01-29,905,21,401,10.00,1
617,2024-01-29,765,2,403,50.00,1
618,2024-01-29,854,61,400,80.00,1
619,2024-01-29,7,46,403,130.00,1
620,2024-01-29,358,3,400,75.00,1
621,2024-01-30,522,51,400,0.00,1
622,2024-01-30,331,3,400,75.00,1
623,2024-01-30,922,3,400,75.00,1
624,2024-01-30,600,79,403,110.00,1
625,2024-01-30,94,17,400,0.00,1
626,2024-01-30,110,3,400,75.00,1
627,2024-01-30,210,4,401,100.00,1
628,2024-01-30,355,4,402,100.00,1
629,2024-01-30,171,9,401,0.00,1
630,2024-01-30,587,54,400,0.00,1
631,2024-01-30,19,53,400,0.00,1
632,2024-01-30,759,3,400,75.00,1
633,2024-01-30,380,46,402,300.00,1
634,2024-01-30,532,2,401,50.00,1
635,2024-01-30,245,81,402,120.00,1
636,2024-01-30,485,4,401,100.00,1
637,2024-01-30,944,3,402,75.00,1
638,2024-01-30,712,3,400,75.00,1
639,2024-01-31,649,2,401,50.00,1
640,2024-01-31,744,12,400,0.00,1
641,2024-01-31,708,2,402,50.00,1
642,2024-01-31,859,67,401,275.00,1
643,2024-01-31,110,3,400,75.00,1
644,2024-01-31,568,76,402,120.00,1
645,2024-01-31,91,74,401,130.00,1
646,2024-01-31,54,4,401,100.00,1
647,2024-01-31,782,72,401,140.00,1
648,2024-01-31,539,4,403,100.00,1
649,2024-01-31,578,54,401,0.00,1
650,2024-01-31,215,33,401,0.00,1
651,2024-01-31,899,4,400,100.00,1
652,2024-01-31,379,82,400,80.00,1
653,2024-01-31,73,27,400,110.00,1
654,2024-01-31,553,20,400,1.00,1
655,2024-01-31,282,4,401,100.00,1
656,2024-01-31,751,76,402,60.00,1
657,2024-01-31,399,53,402,0.00,1
658,2024-01-31,934,73,403,80.00,1
659,2024-01-31,390,3,400,75.00,1
660,2024-01-31,56,3,402,75.00,1
661,2024-02-01,980,4,401,100.00,1
662,2024-02-01,165,2,401,50.00,1
663,2024-02-01,39,73,401,125.00,1
664,2024-02-01,650,96,400,7.99,1
